LinearSVC()	0.4867469879518072	2	5	5
LinearSVC()	0.5240963855421686	2	5	10
LinearSVC()	0.5463855421686747	2	5	15
LinearSVC()	0.5463855421686747	2	5	20
LinearSVC()	0.6036144578313253	2	5	25
LinearSVC()	0.6162650602409638	3	5	30
LinearSVC()	0.6228915662650603	3	5	35
LinearSVC()	0.6301204819277109	2	5	40
LinearSVC()	0.65	3	5	45
LinearSVC()	0.653012048192771	3	5	50
LinearSVC()	0.6650602409638554	3	5	55
LinearSVC()	0.6710843373493975	3	5	60
LinearSVC()	0.6710843373493975	3	5	65
LinearSVC()	0.6831325301204819	3	5	70
LinearSVC()	0.6909638554216867	3	5	75
LinearSVC()	0.696987951807229	3	5	80
LinearSVC()	0.7066265060240964	3	5	85
LinearSVC()	0.7102409638554217	3	5	90
LinearSVC()	0.7198795180722891	3	5	95
LinearSVC()	0.7198795180722891	3	5	100
LinearSVC()	0.7246987951807229	3	5	105
LinearSVC()	0.7234939759036144	3	5	110
LinearSVC()	0.7253012048192771	3	5	115
LinearSVC()	0.7295180722891567	3	5	120
LinearSVC()	0.7337349397590361	3	5	125
LinearSVC()	0.7379518072289156	3	5	130
LinearSVC()	0.7379518072289156	3	5	135
LinearSVC()	0.7391566265060241	3	5	140
LinearSVC()	0.7397590361445783	3	5	145
LinearSVC()	0.7433734939759036	3	5	150
LinearSVC()	0.7373493975903614	3	5	155
LinearSVC()	0.7439759036144579	3	5	160
LinearSVC()	0.7451807228915662	3	5	165
LinearSVC()	0.7415662650602409	3	5	170
LinearSVC()	0.7506024096385542	3	5	175
LinearSVC()	0.7493975903614458	3	5	180
LinearSVC()	0.75	3	5	185
LinearSVC()	0.7566265060240964	3	5	190
LinearSVC()	0.7475903614457832	3	5	195
LinearSVC()	0.7487951807228915	3	5	200
